Категория,Название,Остаток,Цена,Артикул,Компания,Откуда,Объем
Лаки и масла,"Покрытие суперстойкое кроющее TimberCare Solid Color Stain (цвет- Белый- White base), банка 0,713л",Остаток Алматы: 3 шт,22 900 KZT,350053,TimberCare,Нидерланды,"0,713 л"
Лаки и масла,"Pinotex Classic красное дерево  2,7",Остаток Алматы: 3 шт,18 970 KZT,5195450,Pinotex,Эстония,"2,7 л"
Лаки и масла,"Масло для столешниц TimberCare Kitchenware Oil (цвет- прозрачный), банка 0,25л",Остаток Алматы: 2 шт,11 000 KZT,350039,TimberCare,Нидерланды,"0,25 л"
Лаки и масла,"WOODEX AQUA WOOD OIL CLEAR пропитывающее средство для древесины 0,9",Остаток Алматы: 2 шт,8 510 KZT,9482003001,Teknos,Финляндия,"0,9 л"
Лаки и масла,"HELO 15  уретано-алкидный ,специальный лак 0,9",Остаток Алматы: 2 шт,13 000 KZT,550260001,Teknos,Финляндия,"0,9 л"
Лаки и масла,"HELO 90  специальный лак 0,9",Остаток Алматы: 2 шт,12 400 KZT,550150001,Teknos,Финляндия,"0,9 л"
Лаки и масла,"Проф. лак на акриловой основе TimberCare Pro Aqua Varnish (цвет- полуглянц.-semi-gloss), банка 2,5л",Остаток Алматы: 2 шт,67 200 KZT,350075,TimberCare,Нидерланды,"2,5 л"
Лаки и масла,"HELO 40  специальный лак 0,9",Остаток Алматы: 2 шт,12 200 KZT,550370001,Teknos,Финляндия,"0,9 л"
Лаки и масла,"HELO 15  уретано-алкидный ,специальный лак 9",Остаток Алматы: 2 шт,85 500 KZT,550260010,Teknos,Финляндия,9 л
Лаки и масла,"Защитное масло с твердым воском TimberCare Hard Wax Oil (цвет- прозрачный матовый), банка 0,75л",Остаток Алматы: 2 шт,32 100 KZT,350052,TimberCare,Нидерланды,"0,75 л"
Лаки и масла,"HELO 15  уретано-алкидный ,специальный лак 2,7",Остаток Алматы: 2 шт,39 500 KZT,550260003,Teknos,Финляндия,"2,7 л"
Лаки и масла,"HELO 40  специальный лак 2,7",Остаток Алматы: 2 шт,36 200 KZT,550370003,Teknos,Финляндия,"2,7 л"
Лаки и масла,Защитное покрытие BETONCRYLL IDROREPELL.  LT. 1,Остаток Астана: 1 шт,33 900 KZT,TB0I00000E,Oikos,Италия,1 л
Лаки и масла,"Pinotex Ultra рябина  2,7",Остаток Алматы: 1 шт,10 809 KZT,5197566,Pinotex,Эстония,"2,7 л"
Лаки и масла,Pinotex Classic рябина  1,Остаток Алматы: 1 шт,6 470 KZT,5195454,Pinotex,Эстония,1 л
Лаки и масла,"Защитное покрытие IGROLUX SATINATO      LT. 0,75",Остаток Алматы: 1 шт,46 700 KZT,OISIGRS00B,Oikos,Италия,"0,75 л"
Лаки и масла,"WOODEX AQUA WOOD OIL CLEAR пропитывающее средство для древесины 2,7",Остаток Алматы: 1 шт,22 900 KZT,9482003003,Teknos,Финляндия,"2,7 л"
Лаки и масла,HELO 40  специальный лак 9,Остаток Алматы: 1 шт,83 600 KZT,550370010,Teknos,Финляндия,9 л
Лаки и масла,Лак PROTEX Паркетный полуматовый  9,Остаток Алматы: 1 шт,62 090 KZT,5255233,Marshall,Турция,9 л
Лаки и масла,"Проф. лак на акриловой основе TimberCare Pro Aqua Varnish (цвет- полуматовый- satin), банка 2,5л",Остаток Алматы: 1 шт,67 200 KZT,350074,TimberCare,Нидерланды,"2,5 л"
Лаки и масла,"Защитное масло с твердым воском TimberCare Hard Wax Oil (цвет- Шоколадный- Chocolate), банка 0,75л",Остаток Алматы: 1 шт,32 100 KZT,350062,TimberCare,Нидерланды,"0,75 л"
Лаки и масла,"Проф. лак на масляной основе TimberCare Pro Oil Varnish (цвет- шелковисто-матовый- matte), банка 2,5",Остаток Алматы: 1 шт,58 700 KZT,350069,TimberCare,Нидерланды,"2,5 л"
Лаки и масла,Pinotex Ultra рябина  1,Остаток Алматы: 1 шт,4 570 KZT,5197681,Pinotex,Эстония,1 л
Краскопульты,Безвоздушный ручной краскопульт электрический Wall Sprayer W 450,Остаток Алматы: 2 шт,52 500 KZT,2361524,Wagner,Германия,Не указан
Краскопульты,Термофен электрический Heatgun Furno 750,Остаток Алматы: 2 шт,49 900 KZT,2359358,Wagner,Германия,Не указан
Краскопульты,Термофен электрический Heat gun Furno 300,Остаток Алматы: 2 шт,18 500 KZT,2359348,Wagner,Германия,Не указан
Краскопульты,Удлинитель 30 см для распылительного пистолета  Wagner,Остаток Алматы: 2 шт,46 900 KZT,556052,Wagner,Германия,Не указан
Краскопульты,Термофен электрический Heatgun Furno 500,Остаток Алматы: 2 шт,32 000 KZT,2359352,Wagner,Германия,Не указан
Краскопульты,Краскораспылитель электрический Wagner Control Pro 350M HEA,Остаток Алматы: 1 шт,330 000 KZT,2371057,Wagner,Германия,Не указан
Краскопульты,Краскораспылитель высокого давления Wagner Power  Painter 90 SKIDHEA,Остаток Алматы: 1 шт,492 000 KZT,2414079,Wagner,Германия,Не указан
Краскопульты,Краскораспылитель электрический Wagner Control Pro 250M HEA,Остаток Алматы: 1 шт,278 500 KZT,2371053,Wagner,Германия,Не указан
Краскопульты,Краскораспылитель бытовой  Wagner Finish Contol 3500,Остаток Алматы: 1 шт,253 000 KZT,2341501,Wagner,Германия,Не указан
Краскопульты,Краскопульт электрический Wood & Metal Sprayer 100,Остаток Алматы: 1 шт,43 700 KZT,2361507,Wagner,Германия,Не указан
Аэрозольные краски,Эмаль универсальная черная матовая,Остаток Алматы: 21 шт,2 200 KZT,KU-1102,KUDO,Россия,520 мл
Аэрозольные краски,"TYTAN Краска аэрозольная, голубая, 400 мл",Остаток Алматы: 5 шт,3 213 KZT,10045800,TYTAN,Польша,400 мл
Универсальные краски,"MAESTRO Белый потолок люкс (белая)  2,5",Остаток Алматы: 43 шт,5 820 KZT,5183688,Marshall,Турция,"2,5 л"
Универсальные краски,"Краска ультраматовая д/потолков KELLY-MOORE Ceiling Paint (цвет: ultra white, flat), банка 3,78л",Остаток Алматы: 25 шт,61 450 KZT,10021-1G,KELLY-MOORE,Америка,"3,78 л"
Универсальные краски,Краска в/э матовая Veloute база  светлая 5л,Остаток Алматы: 24 шт,154 310 KZT,AMVP5,Argile,Франция,5 л
Универсальные краски,Краска Dulux 3D White матовая BW 5л,Остаток Алматы: 22 шт,32 130 KZT,5701639,Dulux,Англия,5 л
Универсальные краски,Эмаль универсальная белая матовая,Остаток Алматы: 22 шт,2 200 KZT,KU-1101,KUDO,Россия,520 мл
Универсальные краски,Эмаль универсальная черная матовая,Остаток Алматы: 21 шт,2 200 KZT,KU-1102,KUDO,Россия,520 мл
Универсальные краски,Эмаль универсальная зеленая,Остаток Алматы: 21 шт,2 200 KZT,KU-10081,KUDO,Россия,520 мл
Универсальные краски,Эмаль универсальная красная,Остаток Алматы: 19 шт,2 200 KZT,KU-1003,KUDO,Россия,520 мл
Универсальные краски,Эмаль универсальная темно-красная,Остаток Алматы: 19 шт,2 200 KZT,KU-10042,KUDO,Россия,520 мл
Универсальные краски,Эмаль универсальная синяя,Остаток Алматы: 19 шт,2 200 KZT,KU-1011,KUDO,Россия,520 мл
Универсальные краски,Эмаль универсальная голубая,Остаток Алматы: 18 шт,2 200 KZT,KU-1010,KUDO,Россия,520 мл
Универсальные краски,Краска LAQUE MATE в/э мат. база средняя 5л,Остаток Алматы: 18 шт,170 930 KZT,ALMI5,Argile,Франция,5 л
Универсальные краски,"Краска в/э матовая влагостойкая база темная 5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 17 шт,121 975 KZT,PLARD5,PPL(Paint&Paper Library),Англия,5 л
Универсальные краски,"Краска в/э матовая влагостойкая база средняя 2,5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 17 шт,69 050 KZT,PLARM25,PPL(Paint&Paper Library),Англия,"2,5 л"
Универсальные краски,"Краска в/э база акриловая матовая база средняя 0.25л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 16 шт,11 020 KZT,PPLSPM,PPL(Paint&Paper Library),Англия,"0,25 л"
Универсальные краски,"Краска в/э матовая влагостойкая база белая 5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 16 шт,121 975 KZT,PLAR5,PPL(Paint&Paper Library),Англия,5 л
Универсальные краски,Краска LAQUE MATE в/э мат. база светлая 5л,Остаток Алматы: 15 шт,170 930 KZT,ALMP5,Argile,Франция,5 л
Универсальные краски,"Краска в/э матовая влагостойкая база средняя 0,75л, Architect Matt , Paint&Paper Library",Остаток Алматы: 15 шт,37 110 KZT,PLARM075,PPL(Paint&Paper Library),Англия,"0,75 л"
